"setpoint_db","freq_hz:measured_gain_db"
-36.000000,1800000000.000000:-21.008540;1819995117.187500:-20.670634;1839990234.375000:-19.255333;1859985351.562500:-16.601436;1879980468.750000:-12.754642;1899975585.937500:-7.863767;1919970703.125000:-2.030952;1939965820.312500:4.016764;1959960937.500000:8.875922;1979956054.687500:11.592170;1999951171.875000:12.562839;2019946289.062500:12.923712;2039941406.250000:13.211793;2059936523.437500:13.288463;2079931640.625000:13.217245;2099926757.812500:13.253738;2119921875.000000:13.273802;2139916992.187500:12.961946;2159912109.375000:12.419375;2179907226.562500:12.137969;2199902343.750000:12.272836;2219897460.937500:12.462303;2239892578.125000:12.437411;2259887695.312500:12.228897;2279882812.500000:11.918081;2299877929.687500:11.553467;2319873046.875000:11.127823;2339868164.062500:10.669228;2359863281.250000:10.357167;2379858398.437500:10.427844;2399853515.625000:10.873391;2419848632.812500:11.417632;2439843750.000000:11.700986;2459838867.187500:11.587270;2479833984.375000:11.269044;2499829101.562500:10.911895;2519824218.750000:10.601891;2539819335.937500:10.388691;2559814453.125000:10.271125;2579809570.312500:9.889295;2599804687.500000:9.019803;2619799804.687500:7.954170;2639794921.875000:7.022999;2659790039.062500:6.152581;2679785156.250000:4.800393;2679785156.250000:4.800393
-35.500000,1800000000.000000:-20.220417;1819995117.187500:-19.805004;1839990234.375000:-18.352598;1859985351.562500:-15.679560;1879980468.750000:-11.818801;1899975585.937500:-6.914038;1919970703.125000:-1.074347;1939965820.312500:4.975285;1959960937.500000:9.841870;1979956054.687500:12.572180;1999951171.875000:13.554518;2019946289.062500:13.920970;2039941406.250000:14.213969;2059936523.437500:14.288209;2079931640.625000:14.205640;2099926757.812500:14.229880;2119921875.000000:14.236549;2139916992.187500:13.912813;2159912109.375000:13.372929;2179907226.562500:13.106643;2199902343.750000:13.265145;2219897460.937500:13.487084;2239892578.125000:13.489196;2259887695.312500:13.286311;2279882812.500000:12.960873;2299877929.687500:12.572186;2319873046.875000:12.126674;2339868164.062500:11.657630;2359863281.250000:11.341944;2379858398.437500:11.416195;2399853515.625000:11.870483;2419848632.812500:12.425418;2439843750.000000:12.720676;2459838867.187500:12.616629;2479833984.375000:12.300479;2499829101.562500:11.933556;2519824218.750000:11.612254;2539819335.937500:11.387093;2559814453.125000:11.256339;2579809570.312500:10.870531;2599804687.500000:10.001097;2619799804.687500:8.930264;2639794921.875000:7.991824;2659790039.062500:7.114802;2679785156.250000:5.761165;2679785156.250000:5.761165
-35.000000,1800000000.000000:-19.427643;1819995117.187500:-18.974532;1839990234.375000:-17.505921;1859985351.562500:-14.802880;1879980468.750000:-10.914677;1899975585.937500:-6.005666;1919970703.125000:-0.152922;1939965820.312500:5.929961;1959960937.500000:10.824688;1979956054.687500:13.557586;1999951171.875000:14.536866;2019946289.062500:14.929701;2039941406.250000:15.252460;2059936523.437500:15.323070;2079931640.625000:15.204100;2099926757.812500:15.193335;2119921875.000000:15.195840;2139916992.187500:14.873847;2159912109.375000:14.324334;2179907226.562500:14.055364;2199902343.750000:14.238325;2219897460.937500:14.506050;2239892578.125000:14.543376;2259887695.312500:14.329746;2279882812.500000:13.946693;2299877929.687500:13.513457;2319873046.875000:13.079176;2339868164.062500:12.617947;2359863281.250000:12.271027;2379858398.437500:12.285449;2399853515.625000:12.702853;2419848632.812500:13.295521;2439843750.000000:13.655096;2459838867.187500:13.582856;2479833984.375000:13.263219;2499829101.562500:12.897931;2519824218.750000:12.587108;2539819335.937500:12.370872;2559814453.125000:12.226144;2579809570.312500:11.801528;2599804687.500000:10.938024;2619799804.687500:9.976246;2639794921.875000:9.168645;2659790039.062500:8.341947;2679785156.250000:6.960387;2679785156.250000:6.960387
-34.500000,1800000000.000000:-18.630864;1819995117.187500:-18.120952;1839990234.375000:-16.616353;1859985351.562500:-13.895592;1879980468.750000:-10.003952;1899975585.937500:-5.077039;1919970703.125000:0.788943;1939965820.312500:6.856215;1959960937.500000:11.731932;1979956054.687500:14.474052;1999951171.875000:15.480118;2019946289.062500:15.885899;2039941406.250000:16.201779;2059936523.437500:16.266885;2079931640.625000:16.147527;2099926757.812500:16.125052;2119921875.000000:16.103699;2139916992.187500:15.764837;2159912109.375000:15.212741;2179907226.562500:14.955540;2199902343.750000:15.159235;2219897460.937500:15.450140;2239892578.125000:15.519697;2259887695.312500:15.344156;2279882812.500000:14.970277;2299877929.687500:14.509774;2319873046.875000:14.038204;2339868164.062500:13.558543;2359863281.250000:13.211273;2379858398.437500:13.233418;2399853515.625000:13.673496;2419848632.812500:14.291557;2439843750.000000:14.661958;2459838867.187500:14.587482;2479833984.375000:14.267013;2499829101.562500:13.905591;2519824218.750000:13.584822;2539819335.937500:13.342131;2559814453.125000:13.187820;2579809570.312500:12.772894;2599804687.500000:11.911677;2619799804.687500:10.952676;2639794921.875000:10.145980;2659790039.062500:9.310246;2679785156.250000:7.913124;2679785156.250000:7.913124
-34.000000,1800000000.000000:-17.658977;1819995117.187500:-17.183939;1839990234.375000:-15.641554;1859985351.562500:-12.849453;1879980468.750000:-8.905067;1899975585.937500:-3.971756;1919970703.125000:1.884438;1939965820.312500:7.945123;1959960937.500000:12.819864;1979956054.687500:15.565455;1999951171.875000:16.582495;2019946289.062500:17.008724;2039941406.250000:17.341636;2059936523.437500:17.412010;2079931640.625000:17.290508;2099926757.812500:17.260359;2119921875.000000:17.224853;2139916992.187500:16.867085;2159912109.375000:16.297902;2179907226.562500:16.038077;2199902343.750000:16.258774;2219897460.937500:16.571149;2239892578.125000:16.658141;2259887695.312500:16.497519;2279882812.500000:16.128351;2299877929.687500:15.640976;2319873046.875000:15.130075;2339868164.062500:14.634932;2359863281.250000:14.284829;2379858398.437500:14.292029;2399853515.625000:14.718731;2419848632.812500:15.341894;2439843750.000000:15.737584;2459838867.187500:15.689474;2479833984.375000:15.386036;2499829101.562500:15.028213;2519824218.750000:14.690752;2539819335.937500:14.431331;2559814453.125000:14.280758;2579809570.312500:13.883164;2599804687.500000:13.044445;2619799804.687500:12.108537;2639794921.875000:11.313425;2659790039.062500:10.466961;2679785156.250000:9.052805;2679785156.250000:9.052805
-33.500000,1800000000.000000:-16.786863;1819995117.187500:-16.234659;1839990234.375000:-14.659843;1859985351.562500:-11.825704;1879980468.750000:-7.855668;1899975585.937500:-2.920400;1919970703.125000:2.932686;1939965820.312500:9.009879;1959960937.500000:13.915342;1979956054.687500:16.670104;1999951171.875000:17.681755;2019946289.062500:18.119384;2039941406.250000:18.480344;2059936523.437500:18.558610;2079931640.625000:18.421195;2099926757.812500:18.374682;2119921875.000000:18.332558;2139916992.187500:17.964310;2159912109.375000:17.376827;2179907226.562500:17.112531;2199902343.750000:17.366086;2219897460.937500:17.730446;2239892578.125000:17.843868;2259887695.312500:17.698711;2279882812.500000:17.341585;2299877929.687500:16.829496;2319873046.875000:16.269067;2339868164.062500:15.734156;2359863281.250000:15.357585;2379858398.437500:15.353037;2399853515.625000:15.797754;2419848632.812500:16.457619;2439843750.000000:16.884515;2459838867.187500:16.853550;2479833984.375000:16.563169;2499829101.562500:16.205564;2519824218.750000:15.842533;2539819335.937500:15.563700;2559814453.125000:15.404085;2579809570.312500:14.981673;2599804687.500000:14.115157;2619799804.687500:13.166779;2639794921.875000:12.362386;2659790039.062500:11.506034;2679785156.250000:10.087182;2679785156.250000:10.087182
-33.000000,1800000000.000000:-16.068320;1819995117.187500:-15.380253;1839990234.375000:-13.771314;1859985351.562500:-10.930747;1879980468.750000:-6.953937;1899975585.937500:-2.003371;1919970703.125000:3.871848;1939965820.312500:9.964404;1959960937.500000:14.870357;1979956054.687500:17.621470;1999951171.875000:18.640110;2019946289.062500:19.088017;2039941406.250000:19.455077;2059936523.437500:19.531700;2079931640.625000:19.396795;2099926757.812500:19.350248;2119921875.000000:19.296390;2139916992.187500:18.909446;2159912109.375000:18.308521;2179907226.562500:18.049849;2199902343.750000:18.320436;2219897460.937500:18.705725;2239892578.125000:18.842911;2259887695.312500:18.713443;2279882812.500000:18.352241;2299877929.687500:17.816281;2319873046.875000:17.221939;2339868164.062500:16.655669;2359863281.250000:16.263155;2379858398.437500:16.250370;2399853515.625000:16.704528;2419848632.812500:17.390027;2439843750.000000:17.839940;2459838867.187500:17.828508;2479833984.375000:17.548017;2499829101.562500:17.185085;2519824218.750000:16.814065;2539819335.937500:16.533295;2559814453.125000:16.368823;2579809570.312500:15.952301;2599804687.500000:15.114817;2619799804.687500:14.176960;2639794921.875000:13.348233;2659790039.062500:12.467909;2679785156.250000:11.037576;2679785156.250000:11.037576
-32.500000,1800000000.000000:-15.448940;1819995117.187500:-14.561630;1839990234.375000:-12.923175;1859985351.562500:-10.077293;1879980468.750000:-6.083203;1899975585.937500:-1.114153;1919970703.125000:4.786300;1939965820.312500:10.900392;1959960937.500000:15.821173;1979956054.687500:18.592176;1999951171.875000:19.620723;2019946289.062500:20.075117;2039941406.250000:20.447783;2059936523.437500:20.530085;2079931640.625000:20.389555;2099926757.812500:20.329453;2119921875.000000:20.260285;2139916992.187500:19.855899;2159912109.375000:19.260487;2179907226.562500:19.024291;2199902343.750000:19.311686;2219897460.937500:19.724112;2239892578.125000:19.898369;2259887695.312500:19.789504;2279882812.500000:19.432963;2299877929.687500:18.888805;2319873046.875000:18.261546;2339868164.062500:17.653995;2359863281.250000:17.235037;2379858398.437500:17.225258;2399853515.625000:17.714521;2419848632.812500:18.436861;2439843750.000000:18.909254;2459838867.187500:18.914701;2479833984.375000:18.633123;2499829101.562500:18.255598;2519824218.750000:17.870221;2539819335.937500:17.568934;2559814453.125000:17.389379;2579809570.312500:16.967452;2599804687.500000:16.129259;2619799804.687500:15.194821;2639794921.875000:14.365736;2659790039.062500:13.478564;2679785156.250000:12.030600;2679785156.250000:12.030600
-32.000000,1800000000.000000:-14.577709;1819995117.187500:-13.559039;1839990234.375000:-11.867858;1859985351.562500:-9.000813;1879980468.750000:-5.009852;1899975585.937500:-0.031801;1919970703.125000:5.882652;1939965820.312500:12.010606;1959960937.500000:16.943957;1979956054.687500:19.712553;1999951171.875000:20.733931;2019946289.062500:21.181765;2039941406.250000:21.550222;2059936523.437500:21.635477;2079931640.625000:21.497890;2099926757.812500:21.438152;2119921875.000000:21.363499;2139916992.187500:20.946999;2159912109.375000:20.338677;2179907226.562500:20.095567;2199902343.750000:20.387932;2219897460.937500:20.812803;2239892578.125000:20.996640;2259887695.312500:20.893281;2279882812.500000:20.531770;2299877929.687500:19.968569;2319873046.875000:19.323555;2339868164.062500:18.705045;2359863281.250000:18.272267;2379858398.437500:18.246364;2399853515.625000:18.738775;2419848632.812500:19.489245;2439843750.000000:19.995323;2459838867.187500:20.029231;2479833984.375000:19.756548;2499829101.562500:19.373328;2519824218.750000:18.979604;2539819335.937500:18.669338;2559814453.125000:18.489246;2579809570.312500:18.085549;2599804687.500000:17.261629;2619799804.687500:16.319847;2639794921.875000:15.486476;2659790039.062500:14.614379;2679785156.250000:13.187508;2679785156.250000:13.187508
-31.500000,1800000000.000000:-13.664657;1819995117.187500:-12.622305;1839990234.375000:-10.917779;1859985351.562500:-8.037910;1879980468.750000:-4.039004;1899975585.937500:0.941436;1919970703.125000:6.848767;1939965820.312500:12.970230;1959960937.500000:17.903192;1979956054.687500:20.667111;1999951171.875000:21.682169;2019946289.062500:22.127943;2039941406.250000:22.493625;2059936523.437500:22.584079;2079931640.625000:22.464267;2099926757.812500:22.420103;2119921875.000000:22.343448;2139916992.187500:21.916090;2159912109.375000:21.298234;2179907226.562500:21.052752;2199902343.750000:21.353627;2219897460.937500:21.796223;2239892578.125000:21.996748;2259887695.312500:21.903692;2279882812.500000:21.548416;2299877929.687500:20.989276;2319873046.875000:20.332069;2339868164.062500:19.691098;2359863281.250000:19.246733;2379858398.437500:19.229589;2399853515.625000:19.743745;2419848632.812500:20.512943;2439843750.000000:21.028356;2459838867.187500:21.066428;2479833984.375000:20.786056;2499829101.562500:20.399176;2519824218.750000:20.008367;2539819335.937500:19.684667;2559814453.125000:19.483421;2579809570.312500:19.065247;2599804687.500000:18.228447;2619799804.687500:17.275955;2639794921.875000:16.436087;2659790039.062500:15.568451;2679785156.250000:14.152541;2679785156.250000:14.152541
-31.000000,1800000000.000000:-13.133229;1819995117.187500:-12.099615;1839990234.375000:-10.383489;1859985351.562500:-7.481500;1879980468.750000:-3.479012;1899975585.937500:1.487062;1919970703.125000:7.387406;1939965820.312500:13.513900;1959960937.500000:18.461783;1979956054.687500:21.234333;1999951171.875000:22.258729;2019946289.062500:22.723356;2039941406.250000:23.110853;2059936523.437500:23.205991;2079931640.625000:23.081796;2099926757.812500:23.037968;2119921875.000000:22.960295;2139916992.187500:22.527148;2159912109.375000:21.907564;2179907226.562500:21.669925;2199902343.750000:21.986034;2219897460.937500:22.441597;2239892578.125000:22.649160;2259887695.312500:22.562811;2279882812.500000:22.214950;2299877929.687500:21.653570;2319873046.875000:20.985828;2339868164.062500:20.325525;2359863281.250000:19.862807;2379858398.437500:19.840259;2399853515.625000:20.363305;2419848632.812500:21.146800;2439843750.000000:21.673781;2459838867.187500:21.711239;2479833984.375000:21.420022;2499829101.562500:21.024885;2519824218.750000:20.627102;2539819335.937500:20.300406;2559814453.125000:20.093909;2579809570.312500:19.665764;2599804687.500000:18.810994;2619799804.687500:17.831986;2639794921.875000:16.971258;2659790039.062500:16.096526;2679785156.250000:14.675429;2679785156.250000:14.675429
-30.500000,1800000000.000000:-12.656142;1819995117.187500:-11.607160;1839990234.375000:-9.885297;1859985351.562500:-6.987707;1879980468.750000:-2.994281;1899975585.937500:1.965048;1919970703.125000:7.857239;1939965820.312500:13.970419;1959960937.500000:18.906642;1979956054.687500:21.674220;1999951171.875000:22.696622;2019946289.062500:23.165244;2039941406.250000:23.562066;2059936523.437500:23.664970;2079931640.625000:23.534621;2099926757.812500:23.476647;2119921875.000000:23.394443;2139916992.187500:22.965861;2159912109.375000:22.345920;2179907226.562500:22.106277;2199902343.750000:22.425753;2219897460.937500:22.889594;2239892578.125000:23.100292;2259887695.312500:23.005503;2279882812.500000:22.648017;2299877929.687500:22.082335;2319873046.875000:21.407891;2339868164.062500:20.746791;2359863281.250000:20.286341;2379858398.437500:20.257019;2399853515.625000:20.775663;2419848632.812500:21.568802;2439843750.000000:22.110774;2459838867.187500:22.156653;2479833984.375000:21.866675;2499829101.562500:21.471545;2519824218.750000:21.074421;2539819335.937500:20.744304;2559814453.125000:20.537655;2579809570.312500:20.111041;2599804687.500000:19.255104;2619799804.687500:18.278260;2639794921.875000:17.424160;2659790039.062500:16.557845;2679785156.250000:15.146470;2679785156.250000:15.146470
-30.000000,1800000000.000000:-12.115544;1819995117.187500:-11.051148;1839990234.375000:-9.341855;1859985351.562500:-6.445508;1879980468.750000:-2.443944;1899975585.937500:2.515682;1919970703.125000:8.395117;1939965820.312500:14.501836;1959960937.500000:19.456732;1979956054.687500:22.258088;1999951171.875000:23.294156;2019946289.062500:23.730152;2039941406.250000:24.092293;2059936523.437500:24.189284;2079931640.625000:24.070711;2099926757.812500:24.024266;2119921875.000000:23.937679;2139916992.187500:23.493632;2159912109.375000:22.862412;2179907226.562500:22.622244;2199902343.750000:22.946730;2219897460.937500:23.415804;2239892578.125000:23.640907;2259887695.312500:23.569214;2279882812.500000:23.231002;2299877929.687500:22.669463;2319873046.875000:21.982720;2339868164.062500:21.298564;2359863281.250000:20.823492;2379858398.437500:20.805745;2399853515.625000:21.341236;2419848632.812500:22.130761;2439843750.000000:22.657892;2459838867.187500:22.688048;2479833984.375000:22.388649;2499829101.562500:21.985168;2519824218.750000:21.574063;2539819335.937500:21.238932;2559814453.125000:21.045241;2579809570.312500:20.631267;2599804687.500000:19.770524;2619799804.687500:18.765153;2639794921.875000:17.868878;2659790039.062500:16.983750;2679785156.250000:15.581190;2679785156.250000:15.581190
